user_id,purchase_date,purchase_amount
6,2020-05-08,384.89
13,2020-12-29,356.97
23,2021-09-28,345.91
43,2020-01-08,568.16
3,2021-05-19,119.67
17,2021-03-09,449.85
42,2020-04-13,993.27
37,2020-11-10,828.75
27,2021-09-04,102.2
13,2020-05-11,829.23
5,2020-03-29,717.49
12,2020-07-08,246.22
27,2020-10-28,66.85
43,2021-02-23,54.71
27,2021-01-25,885.86
8,2021-08-17,669.83
0,2021-01-02,37.93
24,2020-09-04,52.5
36,2020-11-12,873.62
34,2020-02-20,314.05
26,2021-12-24,901.28
32,2021-11-05,303.75
29,2021-11-27,991.12
22,2020-06-22,251.04
24,2020-07-27,594.75
7,2020-05-03,972.68
3,2021-11-13,965.36
43,2021-05-13,914.53
38,2020-02-19,734.34
11,2021-01-12,346.39
36,2021-06-01,511.07
44,2021-02-18,694.42
37,2021-09-05,561.92
1,2021-12-30,535.98
39,2021-08-20,909.24
26,2021-09-19,413.47
12,2020-11-20,803.13
49,2020-12-18,412.72
44,2020-05-11,93.65
27,2021-06-15,669.67
3,2020-02-28,98.88
4,2020-02-04,714.87
47,2021-12-21,326.39
24,2021-03-23,565.07
46,2021-09-11,439.36
0,2021-01-13,665.54
43,2020-11-10,440.88
31,2020-05-23,5.03
4,2020-10-17,515.07
23,2021-10-28,157.13
21,2020-10-08,27.81
39,2020-01-14,227.11
30,2021-11-27,368.73
12,2021-07-08,230.62
8,2021-02-21,535.69
34,2021-10-20,541.38
23,2021-03-05,15.03
4,2020-02-02,985.86
11,2020-03-05,330.41
46,2020-03-10,35.03
30,2021-02-02,408.26
12,2021-09-06,165.11
8,2021-11-29,739.94
16,2020-10-03,11.07
20,2021-10-01,409.77
36,2021-10-30,313.61
11,2021-02-08,478.0
25,2021-04-09,462.96
11,2020-07-01,383.27
15,2021-01-05,214.19
9,2021-07-22,499.79
40,2020-12-20,62.99
42,2021-07-28,259.48
7,2020-11-20,640.1
27,2020-05-03,403.42
38,2021-10-22,264.68
18,2020-11-01,206.78
40,2020-08-15,128.31
2,2021-10-01,892.61
10,2021-08-02,617.31
23,2020-11-05,248.93
35,2020-11-12,348.18
24,2021-08-01,422.29
3,2020-04-06,16.51
46,2020-04-12,918.29
13,2021-02-06,271.65
2,2021-06-16,49.01
32,2021-09-29,292.49
41,2020-04-01,841.84
34,2020-01-11,11.31
10,2021-12-27,71.31
19,2020-04-28,381.54
28,2021-02-13,894.17
23,2020-11-17,601.24
34,2021-06-04,314.57
23,2020-08-06,864.63
16,2020-11-11,580.07
23,2021-12-09,181.84
37,2021-01-10,348.39
45,2021-02-04,958.37
21,2020-09-14,484.66
9,2020-05-03,672.55
40,2020-08-30,593.63
26,2021-05-05,547.57
45,2020-11-27,32.98
16,2020-02-29,797.27
38,2021-08-26,159.95
15,2020-06-14,975.01
27,2020-01-05,945.04
23,2020-03-28,264.57
22,2021-08-07,324.7
19,2020-04-16,274.15
33,2021-03-12,593.7
40,2021-11-11,689.19
25,2020-04-30,368.36
17,2020-11-13,792.72
42,2020-01-07,152.81
13,2021-10-23,650.05
22,2020-05-26,525.78
21,2020-07-26,312.19
43,2021-03-03,191.58
8,2020-11-06,25.13
6,2021-08-26,471.99
31,2021-03-08,633.47
36,2020-12-14,966.7
3,2020-06-17,923.22
20,2020-12-04,495.03
20,2021-03-05,223.64
41,2020-08-27,670.55
8,2020-10-27,993.93
7,2020-02-07,463.12
0,2020-03-30,361.02
42,2020-10-13,512.56
41,2021-08-29,326.11
17,2020-10-20,149.32
14,2020-03-21,426.88
22,2021-10-10,62.08
19,2020-12-29,909.1
1,2021-10-31,10.76
15,2020-01-02,198.51
27,2020-12-31,942.15
34,2021-10-03,806.31
27,2020-09-24,758.08
41,2020-10-12,297.69
42,2021-07-11,835.59
36,2020-01-29,35.2
10,2021-07-16,167.79
40,2021-02-06,231.15
29,2021-08-17,60.67
45,2021-01-31,217.77
11,2020-08-15,282.51
4,2020-05-03,709.27
10,2021-09-03,199.0
13,2021-11-14,367.41
34,2021-03-27,554.45
15,2020-02-11,840.94
9,2021-02-11,760.73
21,2020-12-17,646.33
30,2020-01-09,120.6
19,2021-03-10,34.07
44,2020-07-29,738.64
18,2021-02-15,640.62
7,2021-03-05,918.83
21,2020-01-01,762.68
38,2021-09-13,750.4
32,2021-09-06,252.29
17,2021-06-14,221.72
2,2020-11-03,366.1
40,2020-06-07,903.09
45,2021-08-06,125.21
28,2020-09-03,250.34
6,2020-04-07,692.13
17,2021-06-09,714.98
37,2020-02-16,570.17
35,2021-02-02,639.97
5,2021-04-07,625.43
1,2020-06-29,938.52
39,2021-04-09,804.13
16,2020-08-15,144.36
26,2021-09-29,906.87
23,2020-09-27,424.5
12,2020-12-03,362.92
11,2020-06-16,729.53
48,2020-05-09,323.65
39,2020-10-31,299.32
15,2020-03-14,558.29
7,2020-10-11,197.71
6,2020-05-07,207.21
20,2020-08-08,250.39
29,2021-01-17,706.56
32,2020-06-06,775.68
2,2021-07-07,730.47
43,2021-11-09,16.16
42,2020-12-30,771.92
18,2020-01-16,640.59
14,2021-03-06,709.72
25,2021-12-06,291.75
19,2020-09-08,854.89
31,2021-03-21,455.72
11,2021-12-07,269.31
45,2020-11-29,85.61
16,2020-03-07,796.92
20,2021-09-30,901.3
27,2021-03-15,647.28
5,2021-11-08,34.45
25,2020-06-20,870.97
41,2021-10-17,854.47
24,2020-05-07,678.91
6,2021-05-25,783.47
22,2020-07-07,375.42
22,2021-03-26,793.36
34,2020-06-04,463.58
33,2021-07-21,808.84
8,2020-09-26,834.09
12,2020-09-15,341.79
42,2021-08-25,443.76
48,2021-10-17,41.92
21,2021-03-06,458.76
41,2020-11-03,517.8
19,2020-07-28,885.96
7,2020-10-29,47.25
22,2021-01-26,894.18
12,2021-07-21,927.12
20,2021-06-11,369.09
42,2020-10-10,176.79
44,2021-05-05,441.96
49,2020-03-01,663.38
21,2020-11-29,440.26
6,2021-09-28,272.49
5,2020-06-07,575.81
5,2020-02-16,579.61
9,2021-10-25,3.17
25,2020-08-29,512.55
2,2020-12-14,352.44
4,2021-01-02,614.65
10,2021-07-06,57.95
45,2021-01-15,588.23
15,2021-03-17,368.83
25,2021-12-23,835.79
45,2021-06-16,23.03
6,2021-06-10,157.39
18,2021-05-10,505.16
23,2020-06-27,321.6
27,2020-12-29,328.4
45,2020-11-19,869.34
10,2020-04-11,455.74
43,2021-08-06,373.65
45,2020-07-03,524.06
32,2021-08-30,252.18
43,2021-12-28,277.63
47,2020-10-18,504.29
43,2021-03-03,700.88
46,2021-01-14,66.96
23,2021-05-11,731.27
25,2020-01-17,433.13
0,2021-11-28,677.66
28,2021-12-25,840.64
45,2021-03-21,160.49
48,2021-05-09,454.75
8,2020-10-24,830.69
13,2021-12-14,503.51
46,2020-03-20,741.83
12,2021-11-09,383.72
18,2020-11-01,31.03
2,2021-01-07,521.9
22,2021-07-06,419.39
49,2021-01-05,400.46
32,2021-01-27,90.85
34,2021-05-11,864.29
0,2020-01-29,959.6
34,2020-06-08,421.72
1,2021-06-06,758.14
42,2020-10-04,333.32
18,2021-05-13,715.41
39,2021-05-29,645.21
32,2020-06-21,784.38
27,2020-03-14,201.83
34,2020-08-29,857.96
15,2021-12-22,822.77
15,2021-02-22,766.34
16,2020-11-01,103.2
37,2020-05-27,164.12
41,2020-01-31,841.31
35,2021-08-16,543.12
37,2021-06-16,297.45
40,2020-07-23,943.4
5,2021-05-08,461.42
13,2021-07-19,313.63
39,2020-01-26,85.46
11,2020-12-27,350.39
27,2020-09-30,122.63
44,2021-04-02,632.17
17,2021-03-21,113.56
28,2021-10-18,936.92
2,2020-09-08,274.37
33,2021-11-07,932.85
30,2020-10-23,65.43
29,2021-11-21,202.67
24,2021-02-20,887.38
27,2021-01-03,738.24
11,2020-11-29,943.57
45,2020-03-16,919.47
19,2021-05-04,490.32
34,2020-08-17,263.43
1,2020-08-27,758.5
28,2021-08-28,989.93
36,2020-04-28,444.17
24,2021-11-28,29.4
26,2020-10-16,708.45
16,2020-11-27,425.04
0,2020-03-14,935.69
33,2020-11-06,3.14
12,2021-03-09,282.42
44,2020-07-18,703.98
46,2020-12-05,191.8
48,2020-10-11,415.62
9,2020-09-18,105.29
7,2020-08-08,11.95
28,2020-01-10,387.36
33,2020-04-30,831.32
20,2021-10-12,779.23
22,2021-04-30,478.85
24,2020-01-21,778.64
33,2020-10-11,348.19
36,2020-01-15,312.99
11,2021-03-09,203.39
42,2020-07-09,289.92
21,2021-06-07,807.71
18,2020-03-19,456.7
7,2021-01-13,628.61
40,2020-01-21,18.53
32,2021-01-09,529.9
1,2021-08-16,379.18
21,2021-10-24,92.38
24,2020-09-14,259.97
11,2021-07-17,332.64
11,2020-04-15,935.09
43,2021-10-12,544.08
32,2021-08-22,334.42
16,2021-03-13,468.45
15,2021-02-06,533.51
42,2021-05-19,718.63
47,2021-08-18,93.23
40,2021-09-19,937.81
11,2020-08-14,996.49
27,2021-01-05,850.39
43,2020-09-19,963.44
13,2020-04-13,694.21
39,2021-01-23,559.71
44,2020-11-14,59.18
17,2021-10-17,957.98
1,2020-01-14,658.58
28,2021-01-27,627.52
8,2021-07-21,795.19
24,2020-01-01,314.34
40,2021-07-28,995.74
3,2021-01-31,145.97
48,2021-07-03,939.9
40,2020-09-29,493.09
35,2021-11-29,443.54
10,2021-12-10,572.37
1,2020-08-28,4.35
43,2021-09-16,448.42
44,2021-03-07,261.02
10,2020-07-16,646.99
28,2021-01-18,672.29
44,2020-12-19,945.41
29,2020-06-04,426.24
6,2021-06-23,82.09
37,2021-09-13,406.43
1,2021-12-14,808.41
38,2021-10-09,995.55
40,2020-01-12,478.62
10,2021-04-27,23.51
9,2021-06-12,220.03
16,2021-04-25,503.91
26,2021-05-20,478.42
21,2020-12-19,549.06
3,2020-07-25,523.15
14,2021-06-24,816.28
27,2021-08-10,721.62
39,2020-07-01,527.13
21,2021-02-24,347.53
31,2020-06-25,360.09
32,2020-10-13,764.25
21,2020-08-30,797.32
41,2021-11-03,900.66
26,2020-11-13,70.14
17,2021-12-09,294.46
1,2020-08-15,792.87
31,2021-11-03,257.25
48,2021-03-25,91.22
9,2020-06-13,314.27
30,2020-09-06,716.81
36,2020-01-11,141.6
0,2020-07-24,76.31
26,2021-04-21,947.03
44,2021-11-07,958.24
40,2021-09-11,472.01
49,2020-06-11,147.83
5,2020-08-29,448.95
3,2021-02-15,133.95
47,2020-12-02,697.64
5,2021-10-10,99.73
0,2021-08-05,546.37
40,2020-09-21,34.74
9,2020-04-30,539.63
48,2020-09-12,421.86
20,2020-10-23,449.71
28,2020-08-23,293.21
14,2020-02-18,17.24
12,2020-02-22,949.42
39,2020-05-20,743.36
33,2021-09-05,594.84
43,2020-05-27,929.2
14,2020-11-08,113.41
2,2021-07-29,585.43
42,2020-04-25,100.43
34,2020-02-14,650.3
5,2020-11-01,609.47
11,2020-12-10,586.74
33,2020-12-13,469.73
35,2021-01-06,422.81
24,2020-12-21,263.45
40,2021-12-04,922.18
23,2020-01-12,864.11
18,2021-06-25,766.85
33,2021-12-05,387.53
15,2020-10-17,426.67
39,2020-11-06,123.9
3,2020-03-27,616.51
26,2020-08-02,925.35
18,2021-12-07,704.14
37,2021-10-19,908.22
49,2020-08-03,789.12
48,2021-04-23,971.11
30,2020-11-04,241.08
8,2020-10-09,21.65
26,2021-07-08,640.78
41,2021-06-26,311.45
42,2021-03-20,199.87
15,2021-07-20,1.07
17,2021-07-11,570.65
32,2021-04-28,622.02
36,2020-01-05,221.4
31,2021-03-31,761.6
26,2020-02-28,683.6
22,2020-05-26,353.24
17,2020-11-16,121.93
8,2021-05-23,128.98
16,2020-03-30,35.17
24,2020-05-14,557.26
7,2020-04-23,13.62
34,2020-05-25,563.69
27,2020-11-05,775.39
25,2021-09-05,440.6
42,2021-11-30,270.99
23,2020-06-18,722.8
32,2021-02-17,35.14
24,2021-10-02,744.0
0,2020-10-18,372.85
35,2021-01-11,863.86
29,2020-04-09,421.08
39,2021-04-05,318.19
43,2020-10-06,702.29
1,2020-09-18,123.74
20,2020-10-18,561.51
42,2021-04-16,830.59
13,2021-12-10,235.46
23,2020-12-16,259.44
33,2021-12-20,365.42
18,2021-05-11,330.88
7,2021-04-25,265.4
38,2021-09-29,656.94
7,2021-09-09,840.55
20,2021-03-18,468.1
48,2021-02-10,404.59
35,2020-09-29,117.55
13,2021-05-03,794.24
4,2021-08-18,435.46
15,2021-04-15,365.01
43,2021-10-19,755.34
25,2021-01-30,79.84
42,2020-01-02,448.47
36,2021-09-14,820.65
29,2020-07-06,180.77
33,2021-03-15,216.79
6,2020-04-05,780.79
6,2021-05-26,857.82
46,2021-06-09,627.39
44,2021-12-27,959.09
16,2021-08-27,718.12
42,2021-09-27,327.98
34,2021-09-06,637.41
2,2021-01-28,507.67
24,2021-11-08,815.92
24,2021-04-22,439.85
9,2020-02-14,68.31
37,2021-08-20,9.01
31,2020-11-20,686.0
49,2021-04-06,793.13
27,2020-02-03,854.58
11,2021-10-06,137.99
38,2020-12-08,359.38
16,2020-03-05,879.99
9,2021-03-21,187.4
32,2020-02-19,686.75
22,2020-04-08,647.4
16,2021-08-14,707.33
46,2021-04-12,485.43
20,2021-08-10,795.68
49,2020-08-09,936.99
37,2021-06-10,349.58
6,2020-02-17,422.21
49,2021-07-13,546.9
1,2021-09-10,698.39
18,2021-04-29,518.89
29,2020-03-01,496.39
48,2020-02-14,922.62
28,2020-09-23,388.42
7,2020-10-04,352.21
31,2021-11-25,803.43
26,2020-02-08,261.83
2,2021-11-08,806.81
6,2020-06-04,566.0
21,2020-02-20,625.29
8,2021-05-26,564.28
11,2020-12-15,435.64
32,2020-11-21,208.96
44,2021-03-18,797.89
41,2020-05-15,183.25
41,2020-07-21,587.45
4,2021-04-24,766.81
20,2021-11-02,863.55
31,2020-10-10,983.09
1,2020-04-04,275.55
31,2021-07-10,328.09
18,2020-10-10,816.58
46,2021-03-12,696.69
7,2020-05-11,322.84
7,2021-04-29,402.58
41,2020-06-05,861.72
3,2021-01-21,817.9
37,2021-11-15,882.46
6,2021-11-29,693.02
21,2021-01-30,508.49
23,2021-02-11,683.39
7,2020-09-30,932.63
32,2021-01-13,256.74
3,2020-01-11,586.52
14,2021-05-27,726.31
2,2020-12-09,486.43
31,2020-12-01,997.88
15,2021-03-25,230.08
10,2020-09-06,849.06
47,2020-05-30,303.33
36,2020-12-05,937.19
45,2020-06-27,712.03
19,2020-07-27,854.26
20,2021-10-16,23.75
28,2020-10-30,743.61
32,2020-05-05,25.29
11,2020-08-17,60.58
41,2020-01-24,708.18
2,2021-02-08,979.96
4,2020-10-26,633.33
8,2020-10-26,936.4
10,2020-02-17,695.02
45,2021-05-22,132.49
15,2021-01-29,76.65
47,2020-02-07,725.57
1,2021-04-17,140.39
19,2021-05-02,331.36
35,2020-09-18,121.36
24,2021-11-30,944.23
14,2021-12-23,796.92
11,2021-11-15,860.28
48,2020-07-07,500.59
14,2021-01-16,760.48
18,2021-01-29,659.53
3,2020-03-09,643.53
18,2021-07-24,69.69
43,2020-12-07,431.69
18,2020-10-09,717.7
26,2021-02-24,250.59
4,2021-07-11,13.8
28,2020-01-25,480.89
11,2020-07-13,765.21
35,2021-04-17,589.94
8,2021-12-04,531.13
35,2020-11-23,837.08
11,2020-02-07,622.84
1,2021-05-10,758.05
48,2021-11-25,124.51
12,2021-09-22,492.25
41,2020-01-24,525.1
8,2021-12-23,985.85
0,2021-08-27,66.02
29,2021-01-16,43.18
8,2021-12-04,871.55
19,2021-10-02,17.63
9,2021-07-01,33.0
3,2020-01-31,973.39
33,2021-11-21,583.39
17,2020-09-26,858.84
20,2021-03-09,639.66
33,2020-06-30,546.07
43,2020-02-15,350.25
28,2021-10-05,650.22
28,2021-10-24,41.59
45,2020-06-28,361.87
12,2020-12-31,694.24
17,2020-08-21,361.64
17,2020-11-26,693.3
18,2020-11-27,498.99
42,2021-03-24,16.89
14,2020-10-13,109.12
16,2020-12-30,537.84
46,2020-02-18,506.48
5,2020-11-10,697.13
31,2021-01-26,445.73
25,2020-06-24,895.17
2,2020-03-12,924.17
33,2021-10-21,740.61
17,2020-12-31,255.22
46,2020-12-29,730.11
36,2021-05-24,782.94
8,2020-06-25,196.92
9,2021-08-29,850.74
0,2021-03-11,825.17
12,2021-06-20,295.34
17,2021-05-19,588.29
3,2021-12-17,927.58
49,2021-04-25,663.3
32,2021-09-05,868.77
24,2021-08-05,30.87
41,2021-07-02,940.4
5,2020-06-17,586.36
8,2020-11-12,867.45
46,2021-05-28,580.57
21,2020-08-15,574.94
49,2020-02-14,668.98
17,2020-03-20,231.48
38,2021-08-03,797.9
29,2020-05-20,431.8
33,2020-06-27,833.93
27,2020-12-25,787.88
39,2020-09-20,710.3
23,2021-02-26,830.89
15,2021-02-21,223.82
43,2020-10-20,14.45
34,2020-10-20,814.17
30,2021-06-03,120.26
49,2021-03-24,602.21
31,2020-11-09,18.21
48,2021-01-27,221.18
18,2020-01-16,639.25
18,2020-02-13,554.4
40,2020-12-08,703.87
27,2020-10-15,839.04
4,2021-08-08,43.37
15,2021-10-05,657.18
17,2020-08-21,117.27
42,2020-05-07,435.47
17,2020-04-28,965.83
7,2020-03-17,262.27
44,2021-01-22,497.18
22,2021-06-02,391.04
18,2021-04-06,899.31
44,2020-11-21,634.04
30,2021-11-03,949.38
31,2020-11-10,737.55
11,2020-02-02,212.44
12,2020-05-11,875.74
21,2020-06-22,538.73
30,2021-12-17,74.75
14,2021-08-13,14.04
22,2020-04-14,331.45
8,2020-05-19,310.59
39,2021-02-27,986.68
2,2021-05-26,408.23
28,2020-02-14,823.16
5,2021-01-28,29.14
29,2021-01-03,856.14
9,2021-10-10,717.34
21,2021-03-14,781.22
22,2020-05-23,819.78
33,2021-03-03,802.21
43,2020-04-04,211.53
14,2020-04-09,190.04
5,2020-11-11,890.67
8,2020-01-14,517.52
3,2020-06-15,163.94
37,2020-05-04,116.62
6,2021-05-03,26.08
28,2021-01-13,315.39
23,2021-12-12,870.75
47,2021-08-17,182.9
25,2021-09-20,933.69
34,2020-04-19,254.95
35,2021-07-15,385.42
1,2021-10-18,504.55
49,2021-10-31,840.15
27,2021-04-12,296.71
9,2021-07-10,64.61
0,2020-03-25,905.56
2,2021-02-28,414.86
39,2021-08-23,841.35
19,2021-10-03,546.86
20,2021-04-16,916.76
48,2021-03-09,383.25
32,2021-12-10,187.51
0,2020-06-22,281.75
6,2020-11-28,146.84
46,2021-06-18,882.37
34,2020-11-27,457.94
33,2021-11-26,408.42
24,2020-09-11,447.3
19,2021-05-28,474.47
23,2021-07-09,4.14
33,2021-07-25,486.11
21,2021-01-07,21.22
22,2021-10-03,832.5
45,2020-02-14,672.26
20,2020-06-03,245.44
47,2020-03-06,987.31
45,2020-02-13,172.63
37,2021-01-20,24.86
34,2020-06-19,959.47
14,2021-07-23,206.03
37,2020-05-17,836.75
18,2021-02-14,134.73
18,2021-01-13,164.35
4,2020-11-14,946.1
8,2020-11-15,174.36
14,2021-01-07,559.4
47,2021-06-15,399.12
8,2020-01-16,964.21
14,2021-06-30,172.73
41,2020-09-15,739.54
45,2021-01-20,842.29
40,2021-04-10,632.96
45,2020-02-06,359.72
11,2020-08-30,854.73
20,2020-10-29,426.43
23,2021-01-09,172.07
25,2021-10-28,463.71
36,2020-04-06,19.02
4,2020-01-09,316.84
41,2021-02-27,397.38
6,2021-12-09,501.42
8,2021-03-04,186.24
36,2021-03-27,880.75
40,2021-09-26,106.86
42,2020-06-19,371.45
15,2021-06-13,394.03
2,2020-07-02,452.56
19,2021-02-02,514.64
37,2021-12-24,732.16
0,2020-10-13,527.25
15,2020-05-13,137.12
5,2020-02-09,829.18
15,2021-07-04,240.49
1,2021-05-21,597.84
17,2021-01-16,557.74
13,2020-09-17,980.89
26,2020-03-20,178.88
18,2020-09-08,258.11
28,2020-06-08,574.14
41,2020-05-21,529.01
45,2021-12-18,666.24
42,2020-08-21,789.86
43,2021-06-17,89.94
37,2020-03-04,257.18
33,2021-01-29,443.92
7,2020-02-20,53.16
23,2020-05-28,896.34
22,2020-07-19,676.66
32,2020-07-09,263.8
18,2020-07-03,535.19
21,2020-12-08,278.28
30,2020-10-07,955.74
49,2021-08-11,915.0
24,2020-10-19,726.69
41,2020-11-25,580.29
3,2020-11-09,790.17
30,2021-09-20,540.61
18,2021-02-16,119.75
33,2020-11-03,960.92
48,2021-10-23,133.54
17,2021-03-31,95.79
1,2021-08-07,11.61
34,2021-10-14,131.95
21,2020-09-16,179.75
33,2021-05-06,451.84
38,2021-06-04,921.57
46,2021-05-09,19.75
14,2020-03-07,725.41
34,2021-12-26,52.16
1,2021-08-21,126.53
27,2020-08-28,836.05
39,2020-08-11,873.04
15,2021-09-28,857.42
46,2020-03-18,720.35
31,2020-04-15,946.18
45,2021-01-18,580.85
36,2021-07-19,252.27
43,2021-08-24,61.29
31,2020-11-30,435.31
34,2021-09-06,921.07
13,2020-05-09,365.57
39,2021-11-04,933.91
43,2020-05-15,208.52
18,2020-11-21,207.29
45,2020-11-16,90.31
35,2021-03-08,194.78
35,2020-10-22,620.68
3,2021-02-22,664.34
30,2021-06-04,910.15
7,2020-08-16,403.72
45,2021-06-25,171.78
37,2021-04-25,895.95
22,2021-08-18,991.29
37,2021-07-30,537.7
3,2021-07-25,940.76
36,2021-08-28,126.27
1,2021-04-05,288.01
35,2021-07-10,835.56
37,2020-09-29,607.99
9,2021-06-07,93.74
42,2021-03-20,501.53
37,2020-11-15,648.25
4,2021-11-20,461.71
39,2021-10-25,323.37
11,2021-12-28,188.0
11,2020-01-07,525.27
1,2021-02-26,985.63
15,2021-03-21,147.01
38,2020-03-22,662.06
20,2020-08-09,8.94
21,2020-03-14,163.87
37,2020-10-06,89.25
21,2021-02-03,587.17
16,2021-07-09,568.87
27,2020-05-11,997.13
9,2020-03-23,552.68
35,2020-11-14,221.81
42,2020-06-02,898.17
16,2020-09-20,169.57
18,2021-04-24,181.28
41,2020-11-19,637.6
44,2020-09-26,260.12
20,2020-01-04,321.03
18,2021-04-21,361.52
7,2021-09-05,351.32
23,2020-12-01,803.49
17,2021-10-04,507.65
25,2020-08-30,365.32
23,2020-01-06,55.43
24,2020-10-16,820.12
6,2021-04-09,619.98
10,2020-01-08,981.33
11,2020-04-23,326.61
16,2021-09-10,915.49
24,2020-11-29,424.39
47,2021-07-02,415.16
47,2020-05-23,313.73
19,2020-11-30,456.76
31,2020-08-02,205.23
11,2021-12-23,101.84
30,2021-08-01,407.11
25,2021-10-29,552.58
39,2021-01-13,663.53
45,2020-07-14,630.91
19,2021-03-05,494.09
17,2020-05-06,366.57
36,2021-08-29,404.36
1,2020-01-25,20.52
15,2021-08-26,457.36
37,2021-02-22,600.05
32,2020-09-30,516.08
45,2021-07-26,543.66
3,2020-09-28,938.38
46,2021-12-06,500.68
11,2021-12-10,99.0
20,2021-04-22,501.77
9,2020-02-05,856.26
38,2020-01-15,574.74
2,2020-03-24,614.77
14,2020-05-27,644.67
4,2021-05-14,958.06
13,2021-02-07,72.5
49,2020-12-05,930.2
39,2020-12-23,734.72
45,2020-08-20,396.42
46,2020-09-24,154.19
14,2021-04-01,493.59
4,2021-06-03,209.96
46,2020-01-11,791.16
44,2021-08-06,534.6
4,2020-06-25,528.26
33,2020-10-08,471.92
49,2020-08-12,472.83
49,2021-07-17,470.56
40,2020-08-31,816.65
40,2020-11-08,567.33
28,2021-12-02,523.71
16,2020-11-04,593.07
19,2021-10-22,8.88
26,2021-10-19,774.24
15,2020-06-30,512.73
40,2020-09-03,194.28
37,2021-11-30,664.94
10,2020-02-09,967.47
49,2021-09-13,511.14
6,2020-06-18,606.36
48,2020-02-08,824.2
28,2021-02-21,306.07
31,2020-03-02,911.47
25,2021-10-12,290.91
12,2021-12-24,342.2
12,2021-02-14,354.79
41,2021-05-13,745.91
48,2020-01-25,798.4
22,2021-01-13,859.31
31,2020-05-14,595.17
4,2020-04-06,29.5
42,2021-09-14,309.15
20,2021-01-18,310.52
34,2021-02-01,977.0
16,2021-01-30,971.11
39,2020-07-01,984.43
14,2021-07-28,933.86
49,2021-11-17,194.18
32,2020-03-02,965.51
30,2020-03-12,975.67
36,2020-01-06,965.48
25,2021-10-02,743.15
47,2021-08-26,208.7
21,2020-01-20,588.66
46,2021-02-23,524.34
16,2021-09-10,902.43
13,2020-09-25,650.64
45,2021-12-05,600.04
20,2021-05-25,93.96
40,2020-12-23,831.03
42,2020-08-25,631.84
37,2020-11-10,878.07
49,2020-06-03,193.23
43,2020-08-04,963.63
13,2020-12-21,232.59
43,2021-09-02,527.0
18,2021-01-26,845.06
5,2021-06-12,759.43
25,2021-04-13,954.13
40,2021-01-04,531.9
37,2021-04-12,294.02
21,2021-08-20,418.62
6,2021-07-03,105.05
35,2020-04-02,953.65
24,2020-02-17,599.62
0,2020-05-20,662.58
9,2021-11-23,549.17
39,2021-06-16,421.25
6,2020-08-13,316.03
12,2020-10-31,240.45
30,2020-10-14,215.23
22,2021-11-13,66.56
35,2021-04-20,903.28
31,2021-05-30,976.36
49,2020-03-17,268.69
48,2021-10-14,617.26
48,2020-08-19,879.49
14,2020-03-04,159.95
35,2021-10-09,923.59
38,2020-04-18,483.75
12,2020-03-17,403.5
32,2021-07-19,374.81
1,2020-04-10,117.7
22,2020-05-20,447.8
30,2020-08-14,70.74
46,2020-10-27,268.66
47,2021-05-23,33.41
37,2021-02-21,455.3
12,2021-09-14,423.08
13,2021-09-18,968.48
39,2020-07-31,555.83
34,2020-07-16,380.22
21,2021-12-21,205.58
32,2021-04-29,277.08
10,2020-02-11,211.84
13,2021-10-19,363.83
43,2021-08-18,304.15
12,2020-11-28,692.32
27,2020-11-16,133.21
16,2021-01-02,336.97
39,2021-03-14,99.02
7,2021-04-04,978.64
20,2020-12-13,459.48
34,2021-12-14,69.35
35,2020-07-21,532.8
13,2021-06-02,598.93
48,2020-12-31,598.63
30,2021-06-14,966.86
17,2021-07-16,615.78
6,2020-08-13,332.91
17,2020-10-10,95.75
1,2021-04-10,509.23
46,2020-10-06,974.77
14,2021-08-06,508.55
25,2020-08-06,266.17
26,2020-10-13,302.26
12,2021-09-07,883.61
1,2020-07-26,264.73
29,2021-04-22,313.17
21,2020-10-28,149.24
48,2020-10-05,294.35
44,2020-02-08,841.84
9,2020-02-17,582.41
1,2020-02-26,248.95
17,2020-12-12,277.29
32,2020-08-08,10.83
36,2021-02-18,194.63
29,2021-10-30,580.31
47,2020-08-07,281.42
47,2020-06-14,832.06
43,2020-04-04,914.31
49,2020-04-13,333.36
3,2020-01-23,406.37
15,2021-05-05,643.56
12,2020-03-13,956.01
28,2021-03-23,554.73
39,2021-08-02,265.37
4,2021-04-23,16.45
35,2021-11-17,156.7
46,2021-02-12,249.28
33,2020-12-21,3.01
44,2021-05-08,580.01
7,2020-12-09,963.67
14,2021-08-23,568.65
8,2020-09-08,710.56
19,2020-01-23,315.95
39,2021-04-03,328.38
0,2021-10-08,45.0
25,2021-07-04,208.74
24,2020-11-05,624.43
0,2021-07-26,926.78
15,2021-08-03,980.29
44,2021-02-10,512.48
7,2021-12-24,381.03
27,2020-03-06,499.92
9,2021-05-12,941.56
4,2020-01-18,464.81
46,2020-11-18,671.27
9,2021-07-01,282.9
46,2020-10-08,204.01
17,2020-05-17,909.25
16,2020-08-22,805.65
46,2021-12-12,462.49
16,2020-10-31,37.68
19,2020-06-13,435.37
10,2020-04-09,620.26
15,2021-01-09,831.64
26,2021-11-14,102.91
1,2020-02-13,459.6
22,2021-07-27,207.59
15,2020-11-29,477.14
11,2021-08-06,692.79
3,2020-05-08,773.63
39,2020-01-15,301.43
33,2021-12-01,93.28
18,2021-05-14,430.29
43,2020-05-16,464.61
37,2021-09-14,756.17
24,2020-09-30,825.5
